@relation GENERATED
@attribute X1 numeric
@attribute X2 numeric
@attribute X3 numeric
@attribute LABEL {1-SAFE,1-BORDER,1-RARE,1-OUTLIER,1-DEFAULT,2}

@data
7.289035074655956,6.671860756640372,5.6066923918131195,1-BORDER
6.368838415565541,7.3268923727858315,5.126692391813119,1-BORDER
6.300091922950182,4.743988435951637,5.84669239181312,1-BORDER
3.3538136680062345,5.568946347335943,3.44669239181312,1-BORDER
5.023371345807805,2.838728497754551,4.64669239181312,1-BORDER
3.051308640232996,3.7998494771017173,3.6866923918131205,1-BORDER
3.483429450958109,5.489049009936247,4.886692391813121,1-BORDER
4.697950820496114,5.865517898067974,3.3506923918131197,1-BORDER
4.580099690298356,3.8620486847060898,6.95069239181312,1-BORDER
7.015689714385353,5.669099347738378,4.55069239181312,1-BORDER
4.798371376687131,3.820255316317008,4.203837894656001,1-SAFE
3.9734134653028255,3.938106446514766,5.003837894656,1-SAFE
4.383709992657983,4.942023481532703,5.407037894656,1-SAFE
4.5997703980205396,5.786623247949969,4.607037894656,1-SAFE
4.364068137625023,4.608111945972389,3.487037894656,1-SAFE
3.6962450665043947,4.56882823590647,4.287037894656001,1-SAFE
5.581863149668521,5.511637277488533,6.687037894656,1-SAFE
5.398539169360898,4.280747695423062,5.0870378946559995,1-SAFE
3.7780861291417267,3.603103696785954,5.567037894656,1-SAFE
5.349434531778499,4.860182418895372,3.967037894656,1-SAFE
5.585136792174016,6.038693720872951,4.767037894656,1-SAFE
4.917313721053387,5.999410010807031,6.047037894656,1-SAFE
4.681611460657871,4.820898708829452,4.447037894656,1-SAFE
3.5358365837352244,4.19890663278573,5.247037894656,1-SAFE
5.421454666899351,5.141715674367793,3.3270378946559998,1-SAFE
4.871482725976481,4.277474052917569,5.727037894656,1-SAFE
4.046524814592175,4.395325183115327,6.527037894656,1-SAFE
6.089277738019979,5.180999384433712,4.927037894656,1-SAFE
6.324979998415495,6.359510686411292,5.503037894656,1-SAFE
-4.039828027608229,2.750083316815659,0.6040722407423997,1-BORDER
-6.357566921497467,2.553664766486063,4.2040722407423985,1-BORDER
-6.016016886757669,1.3042245435561295,3.004072240742399,1-BORDER
-4.012547673395784,1.1863734133583717,3.605032240742399,1-BORDER
-6.978467783372691,3.52375416228057,1.2050322407424,1-BORDER
-2.9928080329346285,2.4712780967644825,3.1250322407423985,1-BORDER
-7.480971907965909,3.8167451665222183,2.6450322407424007,1-BORDER
-5.680468529944608,2.435268029204056,0.48503224074240014,1-BORDER
-5.070343407983299,4.967839712516291,2.885032240742401,1-BORDER
-3.944937862205944,2.9112647429541822,1.3490322407423998,1-BORDER
-5.06806058340943,2.5188098250709454,1.66334774591488,1-SAFE
-3.8895492814318513,2.2831075646754293,2.46334774591488,1-SAFE
-3.928832991497771,2.9509306357960576,3.2633477459148805,1-SAFE
-5.10734429347535,3.1866328961915733,1.34334774591488,1-SAFE
-5.051692370881964,2.7119547328950486,4.543347745914881,1-SAFE
-5.915933992332189,3.261926673817919,2.9433477459148802,1-SAFE
-5.7980828621344305,4.086884585202224,3.5193477459148808,1-SAFE
-5.012408660816044,2.0441316617744203,1.9193477459148802,1-SAFE
-4.7767064004205295,3.694047484543031,4.319347745914881,1-SAFE
-3.8338973588384655,1.8084294013789046,2.71934774591488,1-SAFE
-4.420970581490259,2.9891231316934794,3.9993477459148807,1-SAFE
-5.599481883467838,3.224825392088995,2.3993477459148798,1-SAFE
-4.224552031160663,2.4784349008365285,1.27934774591488,1-SAFE
-5.560198173401919,2.5570023209683668,3.679347745914881,1-SAFE
-5.479993932017334,2.372041519407997,2.87934774591488,1-SAFE
-5.244291671621818,4.0219573421766075,1.75934774591488,1-SAFE
-4.301482630039755,2.1363392590124812,4.15934774591488,1-SAFE
-6.226384423269801,3.7469713717151727,2.55934774591488,1-SAFE
-5.047873121292222,3.5112691113196566,3.3593477459148806,1-SAFE
-4.674677875665989,2.8238041851660687,2.23934774591488,1-SAFE
2.0524551831185818,-5.161545503598805,2.0190742511615998,1-BORDER
1.3024551831185818,-3.976360318413619,3.2190742511616,1-BORDER
-0.19754481688141823,-5.309693651746953,0.33907425116160006,1-BORDER
