@relation GENERATED
@attribute X numeric
@attribute Y numeric
@attribute LABEL {MIN-SAFE,MIN-BORDER,MIN-RARE,MIN-OUTLIER,MIN-DEFAULT,MAJ}

@data
182.70080089569092,-37.91548025225894,MIN-SAFE
282.7008008956909,95.41785308107436,MIN-SAFE
120.20080089569092,28.751186414407705,MIN-SAFE
220.20080089569092,-60.13770247448116,MIN-SAFE
170.20080089569092,73.19563085885213,MIN-SAFE
270.2008008956909,6.528964192185471,MIN-SAFE
145.20080089569092,-89.76733210411079,MIN-SAFE
245.20080089569092,43.566001229222536,MIN-SAFE
195.20080089569092,-23.100665437444125,MIN-SAFE
295.2008008956909,-45.32288765966634,MIN-SAFE
104.57580089569092,88.01044567366696,MIN-SAFE
204.57580089569092,21.343779007000308,MIN-SAFE
154.57580089569092,-67.54510988188855,MIN-SAFE
254.57580089569092,65.78822345144472,MIN-SAFE
129.57580089569092,-0.8784432152219024,MIN-SAFE
229.57580089569092,-97.9977847790079,MIN-SAFE
179.57580089569092,35.33554855432539,MIN-SAFE
279.5758008956909,-31.331118112341237,MIN-SAFE
117.07580089569092,-53.55334033456346,MIN-SAFE
217.07580089569092,79.77999299876983,MIN-SAFE
167.07580089569092,13.113326332103181,MIN-SAFE
267.0758008956909,-75.77556255678569,MIN-SAFE
142.07580089569092,57.5577707765476,MIN-SAFE
242.07580089569092,-9.108895890119017,MIN-SAFE
192.07580089569092,-83.18296996419309,MIN-SAFE
292.0758008956909,50.15036336914021,MIN-SAFE
110.82580089569092,-16.516303297526424,MIN-SAFE
210.82580089569092,-38.73852551974865,MIN-SAFE
160.82580089569092,94.59480781358465,MIN-SAFE
260.8258008956909,27.928141146917994,MIN-SAFE
135.82580089569092,-60.96074774197086,MIN-SAFE
235.82580089569092,72.37258559136241,MIN-SAFE
185.82580089569092,5.705918924695763,MIN-SAFE
285.8258008956909,-90.59037737160051,MIN-SAFE
123.32580089569092,42.74295596173281,MIN-SAFE
223.32580089569092,-23.923710704933832,MIN-SAFE
173.32580089569092,-46.14593292715605,MIN-SAFE
273.3258008956909,87.18740040617723,MIN-SAFE
148.32580089569092,20.520733739510575,MIN-SAFE
248.32580089569092,-68.36815514937827,MIN-SAFE
198.32580089569092,64.965178183955,MIN-SAFE
298.3258008956909,-1.7014884827116106,MIN-SAFE
