@relation GENERATED
@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute LABEL {MIN-SAFE,MIN-BORDER,MIN-RARE,MIN-OUTLIER,MIN-DEFAULT,MAJ}

@data
-4.277548579652097,2.7679329752744106,-1.672759187456,MIN-BORDER
-2.745483887081244,0.7644637619125263,1.3272408125440005,MIN-BORDER
-2.215153801191334,3.0625608007688054,-0.6727591874560002,MIN-BORDER
-4.216167782674098,3.492226379614798,-1.3527591874559999,MIN-BORDER
-3.391209871289793,0.7816503850663659,1.6472408125440001,MIN-BORDER
-2.8608797853998826,3.079747423922645,-0.3527591874559999,MIN-BORDER
-1.8002196136200608,0.6048736897697291,-1.752759187456,MIN-BORDER
-3.3879362287843,1.6688075040550436,2.247240812544,MIN-BORDER
-4.577496074217919,1.915558307906599,-1.1527591874560001,MIN-BORDER
-2.7999081937350705,2.809262711906263,1.4472408125440006,MIN-BORDER
-1.7392480219552486,0.3343889777533471,-0.5527591874560001,MIN-BORDER
-3.256581323251382,2.7945313206315436,-1.952759187456,MIN-BORDER
-2.4316234118670765,0.08395532608311163,1.0472408125440003,MIN-BORDER
-2.1664583689221213,1.2330038455112513,2.047240812544,MIN-BORDER
-4.071718307119207,1.0955108602805337,0.04724081254399992,MIN-BORDER
-4.800922175217835,3.2389282907522556,0.5672408125440004,MIN-BORDER
-1.6484044424278106,1.9720286411263581,1.1672408125440004,MIN-BORDER
-3.977601085086276,3.6203076426422225,0.16724081254400003,MIN-BORDER
-2.9169409133064548,1.1454339084893062,-2.2327591874559998,MIN-BORDER
-3.771361607240199,2.9426636440051146,1.7672408125440002,MIN-BORDER
-2.946403695855894,0.23208764945668237,-0.23275918745600005,MIN-BORDER
-2.4160736099659834,2.530184688312962,-1.632759187456,MIN-BORDER
-3.683587067561661,0.6550013406350947,0.6872408125440005,MIN-BORDER
-3.15325698167175,2.9530983794913745,-1.3127591874559998,MIN-BORDER
-2.092596809891929,0.478224645338458,1.6872408125440002,MIN-BORDER
-4.538007761495406,2.4522310761509027,-0.31275918745599984,MIN-BORDER
-4.529187113633382,2.6820225931337225,-1.112759187456,MIN-BORDER
-2.9971224210625294,0.6785533797718379,1.8872408125440003,MIN-BORDER
-2.4667923351726193,2.9766504186281173,-0.11275918745600022,MIN-BORDER
-4.397832208100465,3.807746409710223,0.08724081254399996,MIN-BORDER
-3.0425442108262493,3.39526745401807,0.6072408125440004,MIN-BORDER
-3.6219789342985584,1.931949254062576,-1.792759187456,MIN-BORDER
-2.4876618061451388,1.7404411674912192,2.207240812544,MIN-BORDER
-4.314354324210386,1.6815156023923403,0.20724081254400006,MIN-BORDER
-2.7200904240351615,2.391896026084381,1.8072408125440003,MIN-BORDER
-1.6594302522553395,-0.08297770806853477,-0.19275918745600001,MIN-BORDER
-3.478757074683228,3.6219671975234795,0.40724081254400024,MIN-BORDER
-2.4180969029034065,1.1470934633705632,-1.992759187456,MIN-BORDER
-4.087654580704977,1.2453027385353614,1.0072408125440002,MIN-BORDER
-1.3623471948818247,0.8770179566673681,0.5112408125440004,MIN-BORDER
-4.51486492767185,2.1439176062932654,-1.488759187456,MIN-BORDER
-3.226175095118762,0.6980929334765009,0.7112408125440006,MIN-BORDER
-2.695845009228852,2.9961899723327803,-1.288759187456,MIN-BORDER
-2.373391222437764,1.9928185443990913,-1.6887591874559997,MIN-BORDER
-2.4323167875366427,0.166126026333844,-0.6887591874560004,MIN-BORDER
-4.595376073041325,2.64345499236588,0.6312408125440006,MIN-BORDER
-4.482435406601807,1.4305704440806215,-0.7687591874560001,MIN-BORDER
-2.1548755851960877,2.874246789003156,0.8312408125440007,MIN-BORDER
-3.8736743023511195,3.475642197616483,-0.5687591874560003,MIN-BORDER
-4.330347431867432,3.4609108063417633,1.0312408125440005,MIN-BORDER
-3.505389520483126,0.7503348117933313,-0.968759187456,MIN-BORDER
-2.5159310731977835,1.9607641281994699,-1.8487591874559999,MIN-BORDER
-4.342623591263031,1.9018385631005907,1.1512408125440006,MIN-BORDER
-3.3310680570656093,0.2617436678484599,0.15124081254400012,MIN-BORDER
-1.7400777993958771,0.08496697255182317,0.7512408125440007,MIN-BORDER
-3.2279483181425714,3.458455574462643,1.3512408125440007,MIN-BORDER
-1.8749109500908818,1.110230884740998,1.951240812544,MIN-BORDER
-3.9716789748593246,2.1070550276637006,-1.7287591874559998,MIN-BORDER
-2.351225934640153,2.8436245913996876,0.27124081254400023,MIN-BORDER
-3.9250295691560453,2.374675302487776,1.8712408125440005,MIN-BORDER
-3.954492351705485,1.461329043455152,-0.5287591874560003,MIN-BORDER
-4.352239916122918,3.27329017024568,0.4712408125440004,MIN-BORDER
-2.0410483072446652,0.28118092022482655,-0.928759187456,MIN-BORDER
-1.3044787435086782,1.9016339604439976,0.07124081254400005,MIN-BORDER
-2.89546900117841,2.0784106557406345,-2.408759187456,MIN-BORDER
-4.635000787534899,1.7751895186693198,-0.4087591874560001,MIN-BORDER
-4.369835744589944,2.9242380380974593,1.1912408125440006,MIN-BORDER
-1.2467807943493594,0.743992129438938,0.19124081254400016,MIN-BORDER
-1.8802306191623086,2.32025099583395,0.7912408125440007,MIN-BORDER
-2.459665342634618,0.8569327958784563,-1.608759187456,MIN-BORDER
-3.48349703622764,0.9379554478894145,0.39124081254400034,MIN-BORDER
-1.9765302695322353,1.5610387381016348,1.991240812544,MIN-BORDER
-1.0779154017743315,1.1338283911347622,-0.46475918745600003,MIN-BORDER
-3.9947308741688397,2.636430301156176,-1.864759187456,MIN-BORDER
-2.7665778526353035,0.3083333977768994,-1.2647591874559998,MIN-BORDER
-4.8044203123048685,3.1318500587648495,-0.6647591874560002,MIN-BORDER
-2.7420255338441044,3.4264778842592443,0.33524081254399984,MIN-BORDER
-1.651902579514844,1.8649504091389515,-1.064759187456,MIN-BORDER
-4.292913670821544,2.096560616402601,-1.3447591874559999,MIN-BORDER
-2.6724606306023726,2.8331301801385878,1.2552408125440002,MIN-BORDER
-1.611800458822551,0.35825644598567186,-0.744759187456,MIN-BORDER
-3.6791057010415544,2.268426847940998,-2.144759187456,MIN-BORDER
-2.1470410084707012,0.2649576345791136,0.8552408125440003,MIN-BORDER
-1.8818759655257464,1.414006154007253,1.855240812544,MIN-BORDER
-3.8571100122777513,0.8750827565404227,-0.544759187456,MIN-BORDER
-2.693330101574892,1.59692092900169,-2.424759187456,MIN-BORDER
-1.4427986644764608,1.0796854131337523,-1.424759187456,MIN-BORDER
-4.359614136870969,2.5822873231551657,1.5752408125439998,MIN-BORDER
-3.6058579499811425,3.5570143791657887,0.7752408125440002,MIN-BORDER
-3.664783515080021,1.7303218611005409,1.775240812544,MIN-BORDER
-3.2375731681131485,0.8317069933426369,1.3752408125440003,MIN-BORDER
-2.707243082223239,3.1298040321989156,-0.6247591874560001,MIN-BORDER
-1.3771212117100022,1.6425473214220023,0.6952408125440002,MIN-BORDER
-4.29393668410451,3.1451492314434155,-1.3047591874559998,MIN-BORDER
-1.9216977047997443,2.4237960430570364,-0.7047591874560002,MIN-BORDER
-3.512687962469476,2.600572738353674,2.295240812544,MIN-BORDER
-4.092122685941786,1.1372545383981794,-1.104759187456,MIN-BORDER
-4.821326554040413,3.2806719688699015,-0.10475918745600027,MIN-BORDER
-1.6688088212503889,2.013772319244004,0.495240812544,MIN-BORDER
-3.971816323864908,3.688240460803814,-0.9047591874559999,MIN-BORDER
-2.63568906381364,1.9910423078126251,-1.2295378137907202,MIN-SAFE
-3.814200365791219,2.226744568208141,1.1704621862092814,MIN-SAFE
-2.557121643681801,0.6553961655713687,-0.4295378137907202,MIN-SAFE
-2.4392705134840433,1.4803540769556742,0.3704621862092812,MIN-SAFE
-4.187395611417452,2.914209494361729,-0.74953781379072,MIN-SAFE
-3.0612625895277663,2.6261289538783203,0.05046218620928089,MIN-SAFE
-4.043355341175748,2.3511429834168855,0.46646218620928126,MIN-SAFE
-2.8648440391981693,2.1154407230213694,1.266462186209281,MIN-SAFE
-2.889396357989369,1.8257233612852146,0.9464621862092812,MIN-SAFE
-4.15956965012076,2.676870412713466,0.14646218620928098,MIN-SAFE
-2.6667886676158266,2.7554378328453044,0.6264621862092814,MIN-SAFE
-1.7239796260337625,0.8698197496811785,-0.9735378137907202,MIN-SAFE
-2.293593421989593,2.067972906691717,-0.1735378137907202,MIN-SAFE
-3.472104723967172,2.303675167087233,-1.2935378137907203,MIN-SAFE
-3.528847860729055,2.954038811511897,-0.49353781379072026,MIN-SAFE
-3.4502804405972167,1.6183926692706407,0.3064621862092811,MIN-SAFE
-4.127924439234325,3.2388457094898118,0.7864621862092811,MIN-SAFE
-3.3422502379159384,1.196092786062008,-0.8135378137907201,MIN-SAFE
-2.163738935938359,0.9603905256664923,-0.013537813790720055,MIN-SAFE
-2.098266085828494,1.7329701569629052,0.4216621862092813,MIN-SAFE
-3.276777387806073,1.9686724173584211,-1.1783378137907201,MIN-SAFE
-2.432177621388808,1.7526120119958648,-1.4983378137907202,MIN-SAFE
-3.7678237636300644,1.8311794321277033,0.9016621862092813,MIN-SAFE
-2.916676712201813,0.5610061399963127,0.10166218620928102,MIN-SAFE
-3.5120704428884024,2.7277482733196745,-0.21833781379072015,MIN-SAFE
-2.608545111372258,1.509953261276176,-0.5383378137907202,MIN-SAFE
-1.6570063564422126,1.0472784538331263,0.26166218620928117,MIN-SAFE
-3.1694291939801063,1.3026225692616016,0.7416621862092811,MIN-SAFE
-4.387224206023605,2.2061479007777454,-0.058337813790720006,MIN-SAFE
-3.2087129040460254,1.97044564038223,0.5176621862092814,MIN-SAFE
-2.9959261411889626,1.6529023173493822,-0.28233781379072,MIN-SAFE
-3.860167762639187,2.2028742582722525,-1.4023378137907203,MIN-SAFE
-3.7423166324414296,3.0278321696565578,-0.60233781379072,MIN-SAFE
-2.7209401707275274,2.634995068997365,0.1976621862092811,MIN-SAFE
-2.4001232051891863,1.8951518627558848,-0.9223378137907201,MIN-SAFE
-3.5786345071667656,2.1308541231514004,1.4776621862092814,MIN-SAFE
