@relation GENERATED
@attribute X numeric
@attribute Y numeric
@attribute LABEL {MIN-SAFE,MIN-BORDER,MIN-RARE,MIN-OUTLIER,MIN-DEFAULT,MAJ}

@data
184.69336223175605,192.81320413498042,MIN-BORDER
137.99079833233884,44.431066637777974,MIN-BORDER
126.19407006953305,145.73295097461917,MIN-BORDER
307.590310687605,236.32276828728223,MIN-BORDER
104.02435701678156,27.383051740853134,MIN-BORDER
220.34814185548282,208.03584891692066,MIN-BORDER
227.79090528649252,112.72668305693092,MIN-BORDER
32.70018705674104,-1.5468432783211483,MIN-BORDER
155.31790244556566,169.94467347183664,MIN-BORDER
281.9362326169194,165.7996546941436,MIN-BORDER
247.67912667399776,162.13540162238766,MIN-SAFE
193.5765460467218,155.78938865516045,MIN-SAFE
137.61896277372304,71.18474099848848,MIN-SAFE
25.8739212972321,22.959028805422548,MIN-SAFE
202.22776735381183,103.47609066136485,MIN-SAFE
94.0226060992599,90.78406472691046,MIN-SAFE
263.41010842496587,180.88947614581505,MIN-SAFE
76.49333005907117,34.09921655413095,MIN-SAFE
198.85801220137927,188.92598752303138,MIN-SAFE
137.67567113022523,111.51260203858115,MIN-SAFE
171.72165935298804,125.26118947927876,MIN-SAFE
240.70888553002845,191.93207221263225,MIN-SAFE
64.24162276044439,30.759288276504634,MIN-SAFE
223.17960948983972,135.24722403985277,MIN-SAFE
114.97444823528781,122.55519810539835,MIN-SAFE
284.36195056099376,212.66060952430297,MIN-SAFE
177.84166688265813,157.2436351590153,MIN-SAFE
116.65932581150406,79.8302496745651,MIN-SAFE
64.29833111694657,71.08714931659729,MIN-SAFE
233.6858334426525,161.19256073550196,MIN-SAFE
162.05397677518783,98.16169959549524,MIN-SAFE
181.6893497856469,101.44036222973315,MIN-SAFE
73.484188531095,88.74833629527872,MIN-SAFE
242.87169085680097,178.85374771418336,MIN-SAFE
195.73545396039876,162.91938518399382,MIN-SAFE
134.5531128892447,85.50599969954361,MIN-SAFE
293.49109961864,189.99393546289176,MIN-SAFE
181.74605814214908,141.76822326982582,MIN-SAFE
125.78847486915032,57.16357561315386,MIN-SAFE
-101.768495147331,155.78103144725958,MIN-BORDER
-131.87001014581534,356.2929011854552,MIN-BORDER
2.057873807830333,117.22823579275538,MIN-BORDER
-40.77224380657785,261.0312206236023,MIN-BORDER
-117.58517595121782,209.78663043845037,MIN-BORDER
-74.51581301020065,328.9269371860172,MIN-BORDER
-60.665332169474006,70.56167515389896,MIN-BORDER
-14.073537686622899,190.84648928803966,MIN-BORDER
-79.29833254220235,103.93727974181947,MIN-BORDER
10.123579555056963,80.41910904511325,MIN-BORDER
-85.12758457487467,201.11266755572535,MIN-SAFE
-30.4094630080506,119.00275169101769,MIN-SAFE
-80.66885623888923,302.4503075148742,MIN-SAFE
-91.35205610728332,249.03466980752248,MIN-SAFE
-28.180098840057845,169.67157167059213,MIN-SAFE
-16.845837859236966,48.49315717721069,MIN-SAFE
-37.986463677581995,241.40197406341127,MIN-SAFE
-59.35286341437018,134.5706986487078,MIN-SAFE
-92.70458524440608,323.51188992811893,MIN-SAFE
