@relation GENERATED
@attribute X1 numeric
@attribute X2 numeric
@attribute LABEL {1-SAFE,1-BORDER,1-RARE,1-OUTLIER,1-DEFAULT,2}

@data
4.399470745046019,6.133482982163695,1-BORDER
2.9132370475520717,4.437736164318178,1-BORDER
2.5645941207170373,3.460553876428436,1-BORDER
5.942993186386098,4.32479549787866,1-BORDER
2.99671493144215,5.149753409262965,1-BORDER
5.006731429815021,6.321717426229559,1-BORDER
7.3244703237042605,6.125298875899961,1-BORDER
5.252254617727017,3.42454380886801,1-BORDER
5.487956878122533,7.431482235591778,1-BORDER
7.415041099689574,6.565058185804558,1-BORDER
3.921246135701876,6.213960027090405,1-BORDER
7.1817940711731785,5.074732435178745,1-BORDER
2.6445255585594984,4.3087000888933185,1-BORDER
5.695560373679231,3.378985617333228,1-BORDER
5.931262634074747,7.385924044056997,1-BORDER
3.4269261173723917,2.9959694441905147,1-BORDER
5.980367271657146,6.806489320584688,1-BORDER
4.585795564317011,2.897760169025717,1-BORDER
4.8214978247125275,6.904698595749486,1-BORDER
4.774030008382875,3.5050208537947194,1-BORDER
3.3008908809109,3.9174998094868725,1-BORDER
6.679289946579961,4.781741430937097,1-BORDER
3.7330116916360128,5.606699342321402,1-BORDER
6.797141076777718,6.7852106442989815,1-BORDER
7.276911572860566,5.775110062326223,1-BORDER
3.7326403148118246,4.318269943501705,1-SAFE
5.618258397975952,5.261078985083768,1-SAFE
5.068286457053081,4.396837363633543,1-SAFE
3.7129984597788654,3.9843584079413907,1-SAFE
5.755751383206669,4.7700326092597765,1-SAFE
4.105835560438058,5.005734869655293,1-SAFE
5.991453643602185,5.948543911237356,1-SAFE
5.341089999177521,5.891800774475472,1-SAFE
5.105387738782006,4.713289472497893,1-SAFE
5.056283101199606,5.292724195970203,1-SAFE
4.977715681067767,3.9570780537289463,1-SAFE
5.449120201858799,6.314100657684105,1-SAFE
4.152757769683462,4.074929183926704,1-SAFE
6.090754132935481,4.965359945420875,1-SAFE
4.44083831016687,5.201062205816392,1-SAFE
6.3264563933309965,6.1438712473984545,1-SAFE
4.185494194738395,3.6886393682784986,1-SAFE
4.42119645513391,4.867150670256078,1-SAFE
6.463949378561715,5.652824871574463,1-SAFE
3.7533733840132824,4.827866960190158,1-SAFE
5.6389914671774095,5.770676001772221,1-SAFE
5.612802327133463,4.382651579443072,1-SAFE
5.302675850402124,4.701064463766442,1-SAFE
5.538378110797639,5.879575765744021,1-SAFE
4.399150518885979,3.4832694517229434,1-SAFE
-6.598721159736048,3.927882683780117,1-BORDER
-4.79167049670376,1.4922926596931196,1-BORDER
-3.9667125853194545,4.438570914637067,1-BORDER
-2.788201283341875,1.3744415294953622,1-BORDER
-3.883234701429376,3.72655366969228,1-BORDER
-5.82341349301839,4.96835539344273,1-BORDER
-6.4028482164907,4.919250755860331,1-BORDER
-5.538606595040475,1.5408516901912703,1-BORDER
-4.71364868365617,4.487129945135218,1-BORDER
-3.5351373816785903,1.4230005599935123,1-BORDER
-7.234353412885992,3.027085387685217,1-BORDER
-3.2274149861622226,2.7913831272897016,1-BORDER
-6.7212099501499205,3.1424812860038553,1-BORDER
-2.7142715234261514,2.9067790256083397,1-BORDER
-6.308730994457768,4.615620413475829,1-BORDER
-5.549245933183328,1.1324647876309841,1-BORDER
-3.5457767198214434,1.0146136574332263,1-BORDER
-7.307191958633217,4.1474895351902905,1-BORDER
-3.300253531909448,3.911787274794775,1-BORDER
-4.439481123821108,0.6512393393234728,1-BORDER
-5.205513470106535,5.1885078519371515,1-BORDER
-6.484416475585907,1.7882845028981367,1-BORDER
-7.265180213146054,4.454666323622409,1-BORDER
-5.458129550113765,2.019076299535413,1-BORDER
-4.6331716387294595,4.965354554479362,1-BORDER
-6.1471262074081086,4.24773854156291,1-SAFE
-5.413830286177615,2.152607338047214,1-SAFE
-5.178128025782099,3.8025231608158245,1-SAFE
-4.235318984200035,1.9169050776516983,1-SAFE
-6.160220777430082,3.5275371903543897,1-SAFE
-3.8031981734749234,3.056132669563358,1-SAFE
-4.981709475452503,3.2918349299588736,1-SAFE
